duration,src_ip_1,src_ip_2,src_ip_3,src_ip_4,dst_ip_1,dst_ip_2,dst_ip_3,dst_ip_4,src_port,dst_port,protocol,tos,ttl,packets,bytes,TCPflags,label
0.0,213,44,249,87,42,219,158,226,49532,53,UDP,0,0,1,68,.A....,background
0.0,42,219,159,93,143,72,8,137,55978,53,UDP,0,0,1,63,.A....,background
0.0,42,219,154,182,42,207,239,165,53,41681,UDP,0,0,1,143,.A....,background
1.364,42,219,155,28,74,159,143,149,443,23562,TCP,0,0,12,3432,.APRSF,background
0.7,223,131,102,56,42,219,159,86,80,57077,TCP,0,0,6,931,.AP.SF,background
0.0,207,220,213,58,42,219,153,191,47454,53,UDP,0,40,1,67,.A....,background
4.764,216,59,67,117,42,219,156,211,64822,443,TCP,0,0,11,1205,.APRSF,background
0.0,84,170,210,178,42,219,153,191,27826,53,UDP,0,40,25,1625,.A....,background
0.152,165,42,187,26,42,219,153,9,443,49042,TCP,0,24,7,2182,.AP.SF,background
0.088,69,132,5,91,42,219,154,107,60747,80,TCP,0,40,6,796,.APRSF,background
12.288,70,76,236,45,42,219,155,26,47340,443,TCP,0,0,8,1707,.AP.S.,background
0.0,198,241,158,33,42,219,153,191,39801,53,UDP,0,40,8,520,.A....,background
0.0,143,72,4,250,42,219,154,133,53,33193,UDP,0,0,1,123,.A....,background
0.232,42,219,156,211,76,225,227,208,80,38671,TCP,0,0,4,1175,.AP.SF,background
0.0,96,248,73,93,42,219,150,119,44969,22,TCP,0,40,1,40,....S.,background
0.0,42,219,156,231,143,72,8,137,55086,53,UDP,0,0,1,56,.A....,background
0.0,217,151,236,195,42,219,159,92,56717,53,UDP,0,0,1,74,.A....,background
0.0,42,219,152,249,233,146,240,174,54876,53,UDP,0,0,1,69,.A....,background
0.0,42,219,154,116,143,72,8,137,56452,53,UDP,0,0,1,72,.A....,background
5.072,42,219,158,156,168,38,13,124,443,52719,TCP,0,0,6,389,.AP.SF,background
0.452,43,164,44,63,42,219,153,38,80,33334,TCP,0,0,360,499868,.AP.SF,background
0.0,42,219,153,62,194,233,67,234,53,34084,UDP,0,0,1,221,.A....,background
4.948,168,38,13,88,42,219,158,156,50914,443,TCP,0,0,15,4578,.AP.SF,background
0.004,42,219,153,191,255,20,153,169,53,59324,UDP,0,0,15,22500,.A....,background
0.0,42,219,145,114,143,72,8,137,63550,53,UDP,0,0,1,72,.A....,background
3.0,42,219,159,95,110,46,96,94,27996,445,TCP,0,0,2,96,....S.,background
0.0,71,235,197,143,42,219,153,147,57029,80,TCP,0,72,1,52,.A...F,background
12.192,201,163,89,2,42,219,158,178,58761,80,TCP,0,0,68,9312,.AP.SF,background
0.0,125,83,204,76,42,219,157,14,0,2048,ICMP,0,0,1,32,.A....,background
4.62,168,210,217,121,42,219,158,186,11829,80,TCP,0,24,229,12341,.AP.SF,background
0.0,42,219,152,249,204,97,73,63,53,43391,UDP,0,0,1,132,.A....,background
0.876,42,219,159,82,67,207,104,88,21,41218,TCP,0,0,8,458,.AP.SF,background
0.536,201,161,117,226,42,219,156,211,55193,80,TCP,0,0,5,604,.AP.SF,background
0.408,67,235,90,52,42,219,156,211,58329,80,TCP,0,40,6,705,.AP.SF,background
3.016,42,219,159,95,116,39,84,174,25813,445,TCP,0,0,2,96,....S.,background
0.044,42,219,154,103,168,29,77,62,80,4524,TCP,0,0,7,4864,.AP.SF,background
0.204,42,219,154,98,212,77,200,75,80,38469,TCP,0,0,13,12053,.AP.SF,background
0.804,42,219,159,85,78,160,191,60,59601,443,TCP,0,0,14,3746,.AP.SF,background
0.0,42,219,157,222,143,72,4,250,49359,53,UDP,0,0,1,57,.A....,background
2.964,42,219,159,95,79,43,168,137,27336,445,TCP,0,0,2,96,....S.,background
0.336,42,219,156,211,62,100,113,177,80,49824,TCP,0,0,4,918,.AP.SF,background
2.992,42,219,159,95,45,93,54,180,3595,445,TCP,0,0,2,96,....S.,background
0.0,143,72,8,137,42,219,154,100,53,55478,UDP,0,0,1,76,.A....,background
0.764,42,219,159,82,67,207,104,88,21,60388,TCP,0,0,8,458,.AP.SF,background
0.0,137,64,146,165,42,219,159,92,47027,53,UDP,0,0,1,72,.A....,background
0.0,237,53,117,40,42,219,159,195,21827,53,UDP,0,40,1,73,.A....,background
2.952,42,219,159,95,221,26,2,32,37788,445,TCP,0,0,2,96,....S.,background
0.304,91,71,126,160,42,219,158,160,43011,80,TCP,0,26,11,804,.AP.SF,background
17.388,143,72,8,137,42,219,156,231,53,42455,UDP,0,0,2,256,.A....,background
0.0,216,51,248,168,42,219,159,82,35654,8000,TCP,0,0,1,84,.AP...,background
0.0,42,219,159,85,214,45,173,207,21716,33796,UDP,0,0,1,131,.A....,background
0.0,182,42,182,186,42,219,150,149,9090,22,TCP,0,40,1,40,....S.,background
0.0,42,219,154,119,67,64,63,33,3306,52952,TCP,0,0,1,52,.A..S.,background
0.748,62,169,40,29,42,219,153,128,2242,80,TCP,0,0,27,2784,.AP.SF,background
2.964,42,219,159,95,36,98,177,48,61065,445,TCP,0,0,2,96,....S.,background
90.0,216,42,26,103,42,219,157,222,0,0,ICMP,0,0,7,196,.A....,background
0.0,143,72,8,137,42,219,159,92,53,51949,UDP,0,0,1,115,.A....,background
0.12,143,253,92,17,42,219,153,128,80,53232,TCP,0,0,12,9741,.AP.SF,background
0.0,42,219,159,194,210,175,101,75,55708,53,UDP,0,0,1,77,.A....,background
0.0,42,219,153,191,69,95,171,98,53,41252,UDP,0,0,1,1500,.A....,background
0.176,42,219,153,38,36,44,243,148,58772,49422,TCP,0,0,9,1022,.AP.SF,background
0.0,182,78,131,17,42,219,152,249,53,54248,UDP,0,0,1,82,.A....,background
1.96,42,219,155,28,64,111,204,22,443,43307,TCP,0,0,9,3292,.APRSF,background
0.26,42,219,154,142,42,127,145,142,80,54152,TCP,0,0,26,29104,.AP.SF,background
0.0,204,97,46,240,42,219,153,62,65352,53,UDP,0,0,1,71,.A....,background
0.28,42,219,155,56,194,233,64,20,80,55695,TCP,0,0,5,836,.AP.SF,background
0.0,37,134,30,198,42,219,153,7,53,53,UDP,0,72,1,254,.A....,background
0.004,42,219,153,191,240,147,55,183,53,27138,UDP,0,0,3,4500,.A....,background
1.656,42,219,155,88,66,38,36,176,8080,54927,TCP,0,0,31,41382,.AP.S.,background
0.076,42,219,153,89,175,147,153,210,5677,443,TCP,0,0,5,4050,.AP...,background
0.0,209,213,142,176,42,219,159,92,25036,6881,UDP,0,0,1,339,.A....,background
6.56,220,160,3,136,42,219,158,175,51036,443,TCP,0,0,12,1938,.AP.SF,background
0.0,216,136,240,226,42,219,153,191,19406,53,UDP,0,40,4,280,.A....,background
0.0,42,219,153,191,92,24,166,144,53,15268,UDP,0,0,1,1500,.A....,background
0.0,106,152,96,244,42,219,153,62,50723,53,UDP,0,40,1,66,.A....,background
0.452,42,219,153,79,36,44,243,145,36222,25,TCP,0,0,24,25376,.APRS.,background
0.0,42,219,156,231,143,72,8,137,43097,53,UDP,0,0,1,76,.A....,background
0.0,218,69,90,145,42,219,153,219,64087,80,TCP,0,72,1,52,.A...F,background
120.084,42,91,62,148,42,219,159,92,5938,58656,TCP,0,40,78,3288,.A....,background
0.044,42,219,159,92,43,164,45,103,51795,443,TCP,0,0,2,80,.A...F,background
0.0,251,202,43,191,42,219,159,199,39647,53,UDP,0,40,1,74,.A....,background
0.0,123,6,208,1,42,219,159,94,443,63707,TCP,0,40,1,125,.AP...,background
0.0,42,219,156,231,143,72,8,137,42303,53,UDP,0,0,1,76,.A....,background
0.0,42,219,153,89,53,228,65,104,64941,53,UDP,0,0,1,63,.A....,background
0.7,216,42,45,201,42,219,153,21,45563,80,TCP,0,0,271,14242,.AP.SF,background
0.244,42,219,159,95,208,49,97,222,2452,5938,TCP,0,0,2,104,.AP...,background
0.024,42,219,159,85,43,164,49,177,55510,443,TCP,0,0,2,116,.A....,background
0.0,37,177,221,158,42,219,153,110,44567,53,UDP,0,0,1,56,.A....,background
0.004,42,219,153,191,245,20,1,19,53,18605,UDP,0,0,5,7500,.A....,background
3.056,42,219,158,186,158,128,152,248,80,22447,TCP,0,0,8,4000,.AP.SF,background
0.0,101,202,193,18,42,219,153,191,46915,53,UDP,0,40,5,350,.A....,background
9.024,250,55,116,180,42,219,154,156,56398,25,TCP,0,40,3,152,....S.,background
0.0,43,164,47,49,42,219,155,26,80,57882,TCP,0,0,1,52,.A...F,background
57.92,212,113,157,209,42,219,156,211,41820,80,TCP,0,0,6,700,.AP.SF,background
0.0,143,72,8,137,42,219,159,94,53,57097,UDP,0,0,1,131,.A....,background
0.428,60,242,232,73,42,219,153,83,46601,80,TCP,0,40,9,783,.AP.SF,background
0.26,201,171,25,38,42,219,156,211,54809,80,TCP,0,0,7,719,.AP.SF,background
0.0,106,150,228,89,42,219,157,23,10587,80,TCP,0,42,1,48,....S.,background
0.0,42,219,157,222,143,72,4,250,32082,53,UDP,0,0,1,61,.A....,background
3.0,42,219,159,95,85,24,91,14,53009,445,TCP,0,0,2,96,....S.,background
7.524,42,219,158,156,131,137,223,37,443,60405,TCP,0,0,31,32115,.AP.SF,background
0.284,42,219,156,211,133,78,189,90,80,47552,TCP,0,0,5,986,.AP.SF,background
6.936,42,219,156,211,221,156,19,155,443,55763,TCP,0,0,13,6781,.AP.SF,background
0.0,42,219,153,62,210,46,46,177,53,44693,UDP,0,0,1,76,.A....,background
0.0,42,219,158,226,36,37,183,136,22,48663,TCP,0,0,1,44,.A..S.,background
4.048,42,219,159,85,118,14,115,0,13008,51990,UDP,0,0,8,525,.A....,background
2.96,42,219,159,95,33,71,16,208,64435,445,TCP,0,0,2,96,....S.,background
0.0,143,72,8,137,42,219,156,231,53,37910,UDP,0,0,1,125,.A....,background
0.0,227,51,245,23,42,219,159,87,9477,53,UDP,0,40,1,75,.A....,background
0.776,42,219,156,211,67,207,246,230,443,57808,TCP,0,0,6,1375,.AP.SF,background
3.008,42,219,159,95,204,67,121,125,35686,445,TCP,0,0,2,96,....S.,background
0.0,143,72,8,137,42,219,154,103,53,47908,UDP,0,0,1,136,.A....,background
0.764,42,219,159,82,214,43,235,9,21,41822,TCP,0,0,8,458,.AP.SF,background
3.012,42,219,159,95,252,158,238,231,63084,445,TCP,0,0,2,96,....S.,background
0.104,168,46,160,44,42,219,157,126,80,43734,TCP,0,16,4,176,.A..S.,background
0.0,143,72,8,137,42,219,156,231,53,51743,UDP,0,0,1,125,.A....,background
0.056,42,219,155,56,214,42,108,66,80,51194,TCP,0,0,6,5510,.AP.SF,background
25.968,42,219,154,128,213,32,94,230,80,55348,TCP,0,0,226,331146,.AP.SF,background
4.116,42,219,156,211,176,153,147,194,80,58352,TCP,0,0,4,1382,.AP.SF,background
3.144,42,219,156,211,211,58,178,131,443,63598,TCP,0,0,9,2154,.AP.SF,background
0.0,143,72,8,137,42,219,156,231,53,54899,UDP,0,0,1,125,.A....,background
0.0,83,45,220,108,42,219,153,89,443,51163,TCP,0,72,1,141,.AP...,background
104.876,42,219,159,94,43,164,44,49,50737,443,TCP,0,0,6,243,.A...F,background
7.256,168,38,13,179,42,219,158,156,50593,443,TCP,0,0,11,1693,.AP.SF,background
15.076,165,130,206,181,42,219,156,211,53140,80,TCP,0,0,6,719,.AP.SF,background
0.0,202,52,85,208,42,219,153,191,7632,53,UDP,0,40,5,350,.A....,background
5.808,42,219,156,193,193,27,214,241,80,53253,TCP,0,0,5,439,.AP.SF,background
11.76,223,80,17,3,42,219,152,242,59034,80,TCP,0,0,563,29435,.APRSF,background
0.0,42,219,157,10,106,152,177,97,49978,443,TCP,0,0,1,40,.A...F,background
0.884,42,219,156,211,169,109,188,41,443,50731,TCP,0,0,7,2398,.AP.SF,background
14.792,42,219,153,80,194,233,67,148,80,54366,TCP,0,0,8,6723,.AP.SF,background
0.0,42,219,153,30,211,41,197,215,80,55314,TCP,0,0,1,40,.A...F,background
0.0,42,219,153,156,185,97,223,164,53,22263,UDP,0,0,1,137,.A....,background
0.0,42,219,153,219,194,233,67,70,80,53294,TCP,0,0,1,52,.A...F,background
0.0,143,72,8,137,42,219,156,231,53,37897,UDP,0,0,1,131,.A....,background
0.0,42,219,153,62,133,27,114,165,53,63233,UDP,0,0,1,72,.A....,background
0.004,42,219,153,191,60,132,39,199,53,46636,UDP,0,0,11,16500,.A....,background
0.0,42,219,159,85,204,97,23,15,27358,443,TCP,0,0,1,52,.A....,background
5.124,220,66,95,60,42,219,153,89,5938,62096,TCP,0,0,2,104,.AP...,background
2.416,42,219,158,156,168,38,13,133,443,64664,TCP,0,0,9,1803,.AP.SF,background
0.292,216,49,149,45,42,219,156,211,58930,443,TCP,0,0,7,1237,.AP..F,background
5.272,221,156,231,164,42,219,156,211,4128,443,TCP,0,40,8,1269,.AP.SF,background
0.008,42,219,153,191,248,19,161,102,53,19770,UDP,0,0,23,34500,.A....,background
82.728,64,126,47,190,42,219,154,101,58114,80,TCP,0,72,1010,99908,.APRS.,background
0.0,112,56,192,188,42,219,153,191,61637,53,UDP,0,40,8,520,.A....,background
0.0,42,219,153,191,214,216,246,247,53,36635,UDP,0,0,1,1500,.A....,background
3.004,42,219,159,95,113,100,18,197,19848,445,TCP,0,0,2,96,....S.,background
3.012,42,219,159,95,216,19,134,152,55408,445,TCP,0,0,2,96,....S.,background
0.0,42,219,153,191,213,81,200,53,53,16271,UDP,0,0,5,7500,.A....,background
0.0,187,233,219,229,42,219,152,249,15565,53,UDP,0,0,1,65,.A....,background
0.0,228,223,65,230,42,219,155,56,47156,53,UDP,0,40,1,74,.A....,background
4.796,168,38,13,67,42,219,158,156,61270,443,TCP,0,0,12,2331,.AP.SF,background
1.336,42,219,155,28,64,168,129,222,443,4496,TCP,0,0,10,3344,.APRSF,background
0.128,220,170,44,7,42,219,158,160,48986,80,TCP,0,0,13,1261,.AP.SF,background
1.576,70,212,96,74,42,219,155,28,24876,443,TCP,0,0,12,2861,.APRSF,background
0.544,42,219,159,82,201,162,30,5,21,42243,TCP,0,0,7,387,.AP.SF,background
2.964,42,219,159,95,57,120,113,64,9200,445,TCP,0,0,2,96,....S.,background
0.612,187,69,234,178,42,219,156,231,60941,993,TCP,0,0,4,378,.AP...,background
0.96,42,219,156,211,211,33,216,111,443,50635,TCP,0,0,12,6872,.AP.SF,background
6.456,211,59,75,163,42,219,156,211,37527,80,TCP,0,0,6,716,.AP.SF,background
0.048,106,150,20,112,42,219,159,181,40026,65284,TCP,0,40,3,124,.AP...,background
2.916,42,219,159,95,188,237,209,113,13947,445,TCP,0,0,2,96,....S.,background
0.0,216,221,94,61,42,219,157,12,53,55920,UDP,0,40,1,95,.A....,background
0.0,42,219,153,62,98,135,201,145,53,15467,UDP,0,0,1,190,.A....,background
43.2,143,72,8,137,42,219,156,231,53,49449,UDP,0,0,2,256,.A....,background
0.0,240,31,11,29,42,219,159,95,80,6764,TCP,0,8,1,40,...R..,background
0.0,42,219,152,249,85,236,81,43,53,64566,UDP,0,0,1,110,.A....,background
12.144,165,133,210,129,42,219,158,186,52941,80,TCP,0,64,12,4609,.AP.SF,background
3.044,42,219,159,95,78,172,184,195,22990,445,TCP,0,0,2,96,....S.,background
20.14,133,29,125,118,42,219,156,243,12052,22001,TCP,0,0,4,224,.AP...,background
0.0,143,72,8,137,42,219,154,119,53,57987,UDP,0,0,1,142,.A....,background
0.0,193,24,147,117,42,219,159,85,443,59754,TCP,0,40,1,141,.AP...,background
2.984,42,219,159,95,186,146,239,149,53073,445,TCP,0,0,2,96,....S.,background
0.0,143,72,8,137,42,219,159,92,53,56901,UDP,0,0,1,105,.A....,background
0.18,67,204,159,189,42,219,156,211,50733,80,TCP,0,0,5,601,.AP.SF,background
0.0,105,190,151,127,42,219,153,191,59697,53,UDP,0,40,1,70,.A....,background
0.196,131,138,21,176,42,219,152,126,14897,110,TCP,0,0,8,405,.AP.SF,background
0.0,244,172,154,146,42,219,159,201,65242,53,UDP,0,40,1,70,.A....,background
0.348,211,58,165,44,42,219,156,211,65183,80,TCP,0,0,5,652,.APRSF,background
2.004,194,102,193,80,42,219,159,92,80,39149,TCP,0,0,2,104,.A...F,background
44.436,211,63,92,142,42,219,154,154,63191,80,TCP,0,0,138,27888,.AP.SF,background
4.46,42,219,156,211,220,73,161,133,443,63576,TCP,0,0,8,1481,.AP.SF,background
0.0,42,219,154,149,143,72,4,250,54727,53,UDP,0,0,1,74,.A....,background
0.0,42,219,156,211,209,55,49,187,443,56283,TCP,0,0,1,40,...R..,background
0.0,42,219,154,101,204,97,46,99,53,60260,UDP,0,0,1,154,.A....,background
0.0,42,219,153,89,106,150,20,69,15621,40018,UDP,0,0,1,171,.A....,background
8.388,42,219,158,186,211,56,193,8,80,56623,TCP,0,0,7,4041,.AP.SF,background
0.0,42,219,154,119,189,99,167,85,39932,443,TCP,0,0,1,52,.A....,background
4.804,74,217,177,149,42,219,158,156,62369,443,TCP,0,72,12,3455,.AP.SF,background
325.696,79,23,204,78,42,219,159,85,51413,59200,TCP,0,0,595,621735,.AP...,background
0.312,219,244,138,133,42,219,155,56,4186,80,TCP,0,0,12,885,.AP.SF,background
0.0,106,150,20,109,42,219,153,89,40018,19927,UDP,0,40,1,48,.A....,background
0.828,42,219,157,23,133,54,159,249,80,36356,TCP,0,0,23,28453,.AP.SF,background
303.288,42,219,158,212,213,245,45,226,64105,65011,UDP,0,0,102,14220,.A....,background
0.0,202,22,69,152,42,219,153,191,135,53,UDP,0,72,1,69,.A....,background
12.424,42,219,157,23,222,107,23,59,80,1322,TCP,0,0,5,1354,.AP.SF,background
0.0,42,219,153,7,37,232,110,94,53,53,UDP,0,0,2,150,.A....,background
0.0,42,219,153,62,70,76,252,255,53,23675,UDP,0,0,1,138,.A....,background
0.0,222,13,58,217,42,219,155,56,49984,53,UDP,0,0,1,72,.A....,background
10.948,37,6,177,142,42,219,154,101,53713,80,TCP,0,0,46,3784,.AP.SF,background
11.252,248,13,240,90,42,219,158,161,3704,25,TCP,0,40,8,461,.AP.SF,background
0.0,198,132,37,185,42,219,150,34,15485,6666,TCP,0,40,1,40,....S.,background
0.0,42,219,153,89,192,128,230,106,48547,40003,UDP,0,0,1,174,.A....,background
0.0,42,219,153,62,150,213,250,225,53,53775,UDP,0,0,1,155,.A....,background
0.0,105,2,130,240,42,219,159,85,123,37515,UDP,0,0,1,76,.A....,background
5.824,42,219,156,211,216,62,206,110,80,51470,TCP,0,0,6,2448,.AP.SF,background
0.82,42,219,156,211,213,92,38,79,80,58284,TCP,0,0,6,963,.AP.SF,background
0.416,213,183,91,22,42,219,156,211,63804,443,TCP,0,0,9,1139,.AP.SF,background
0.0,42,219,154,105,62,49,30,102,80,50148,TCP,0,40,1,40,...R..,background
0.0,185,57,138,103,42,219,153,89,80,61848,TCP,0,72,1,40,.A....,background
0.0,42,219,153,62,210,46,43,130,53,1564,UDP,0,0,1,76,.A....,background
0.0,42,219,153,7,36,79,64,193,53,64450,UDP,0,0,1,203,.A....,background
0.0,67,116,62,21,42,219,147,160,5487,9057,UDP,0,40,1,444,.A....,background
1.576,42,219,155,28,74,158,167,89,443,47994,TCP,0,0,10,3344,.APRSF,background
0.0,228,140,14,223,42,219,159,201,46119,53,UDP,0,0,1,75,.A....,background
14.076,218,156,168,155,42,219,156,211,62315,443,TCP,0,40,12,2050,.AP.SF,background
0.0,211,170,76,225,42,219,153,191,24443,53,UDP,0,72,15,975,.A....,background
0.0,42,219,153,191,168,217,39,218,53,16610,UDP,0,0,1,1500,.A....,background
0.0,70,125,66,93,42,219,153,7,38305,53,UDP,0,72,1,82,.A....,background
0.084,69,132,5,91,42,219,154,107,51399,80,TCP,0,40,6,848,.APRSF,background
0.0,194,211,157,102,42,219,153,62,25297,53,UDP,0,0,1,70,.A....,background
0.0,42,219,156,231,143,72,8,137,39025,53,UDP,0,0,1,56,.A....,background
0.0,143,72,8,137,42,219,153,252,53,54842,UDP,0,0,1,94,.A....,background
1.34,42,219,155,28,70,213,149,46,443,11045,TCP,0,0,10,3344,.APRSF,background
0.0,84,170,210,49,42,219,153,191,13900,53,UDP,0,40,25,1625,.A....,background
0.0,61,69,167,210,42,219,153,7,32850,53,UDP,0,72,1,74,.A....,background
0.316,42,219,155,56,177,141,133,102,80,57398,TCP,0,0,5,836,.AP.SF,background
6.032,42,219,155,56,211,54,1,226,80,52374,TCP,0,0,3,144,.A..SF,background
0.096,42,219,145,25,101,202,32,207,80,34962,TCP,0,0,4,597,.AP.SF,background
0.0,42,219,159,85,143,72,8,137,44723,53,UDP,0,0,1,60,.A....,background
8.064,42,219,158,186,71,244,48,37,80,50734,TCP,0,0,39,52218,.AP.SF,background
4.42,42,219,158,156,50,98,115,134,443,50595,TCP,0,0,12,2423,.AP.SF,background
3.268,42,219,158,175,209,50,196,120,443,60249,TCP,0,0,14,8512,.AP.SF,background
0.852,240,152,28,38,42,219,159,85,80,26806,TCP,0,40,2,80,.A...F,background
0.0,42,219,156,243,222,176,209,41,22001,59576,TCP,0,0,1,54,.AP...,background
0.0,216,33,120,161,42,219,156,211,63149,443,TCP,0,0,1,40,.A.R..,background
0.1,42,219,155,56,223,80,231,40,80,65502,TCP,0,0,5,913,.AP.SF,background
0.252,74,217,236,130,42,219,158,156,28577,443,TCP,0,72,2,80,.A...F,background
0.624,62,49,30,102,42,219,154,100,62807,80,TCP,0,40,5,566,.AP.SF,background
2.94,42,219,159,95,81,128,203,36,11946,445,TCP,0,0,2,96,....S.,background
1.904,42,219,155,28,64,85,73,73,443,26313,TCP,0,0,9,3292,.APRSF,background
34.024,143,72,8,137,42,219,156,231,53,52205,UDP,0,0,2,256,.A....,background
0.0,42,219,145,114,143,72,8,137,59233,53,UDP,0,0,1,72,.A....,background
1.04,42,219,153,38,77,80,204,184,80,33542,TCP,0,0,13,13596,.AP.SF,background
0.0,143,72,4,250,42,219,154,158,53,39693,UDP,0,0,1,83,.A....,background
0.0,204,97,46,247,42,219,152,249,55142,53,UDP,0,0,1,94,.A....,background
0.0,121,57,97,63,42,219,159,85,0,2048,ICMP,0,40,1,30,.A....,background
0.0,229,112,57,219,42,219,155,56,48619,53,UDP,0,0,1,65,.A....,background
0.572,223,220,72,2,42,219,156,211,38768,443,TCP,0,40,10,1422,.AP.SF,background
0.0,129,228,114,153,42,219,155,56,60636,53,UDP,0,72,1,59,.A....,background
0.0,204,97,73,36,42,219,153,62,63612,53,UDP,0,0,1,63,.A....,background
0.112,42,219,154,98,218,55,200,189,80,51120,TCP,0,0,2,92,.A.RS.,background
0.0,178,38,31,97,42,219,153,191,10207,53,UDP,0,40,10,650,.A....,background
4.292,42,219,156,211,102,7,209,85,443,50954,TCP,0,0,11,7330,.AP.SF,background
5.116,67,76,221,39,42,219,159,181,5938,61567,TCP,0,40,2,104,.AP...,background
0.224,42,219,154,98,69,31,239,76,143,26593,TCP,0,0,5,673,.AP...,background
0.0,35,234,153,77,42,219,152,249,53,55841,UDP,0,0,1,58,.A....,background
0.0,143,72,4,250,42,219,154,149,53,60254,UDP,0,0,1,80,.A....,background
0.9,182,149,236,74,42,219,158,190,32243,25,TCP,0,40,5,293,.APRS.,background
0.0,42,219,153,62,210,46,47,206,53,56154,UDP,0,0,1,76,.A....,background
2.992,50,109,10,239,42,219,157,228,3128,80,TCP,0,40,2,120,....S.,background
0.08,211,53,138,51,42,219,155,56,55413,80,TCP,0,0,7,684,.AP.SF,background
0.0,42,219,153,191,212,98,218,102,53,2377,UDP,0,0,3,4500,.A....,background
0.0,37,108,26,238,42,219,153,191,45691,53,UDP,0,40,2,140,.A....,background
0.0,42,219,153,62,198,3,0,173,53,19288,UDP,0,0,1,224,.A....,background
0.288,201,174,216,240,42,219,156,211,52968,80,TCP,0,0,7,733,.AP.SF,background
0.0,42,219,152,249,178,236,236,186,53,37944,UDP,0,0,1,76,.A....,background
0.0,170,228,244,210,42,219,153,191,65492,53,UDP,0,40,3,195,.A....,background
0.0,143,72,8,137,42,219,154,109,53,43620,UDP,0,0,1,128,.A....,background
0.0,42,219,153,191,72,78,93,201,53,36632,UDP,0,0,1,1500,.A....,background
8.716,213,171,109,190,42,219,156,211,60929,443,TCP,0,0,14,2115,.AP.S.,background
1.04,197,13,251,183,42,219,158,226,443,55189,TCP,0,0,10,6045,.APRSF,background
0.188,82,178,43,231,42,219,159,86,443,46948,TCP,0,0,2,143,.AP...,background
0.0,244,219,88,173,42,219,153,191,53800,53,UDP,0,40,1,67,.A....,background
0.0,229,57,75,112,42,219,153,191,3005,53,UDP,0,40,1,70,.A....,background
33.064,42,219,158,156,168,38,13,140,443,50379,TCP,0,0,70,74536,.AP.SF,background
9.996,219,203,191,205,42,219,156,211,49940,443,TCP,0,0,11,1216,.APRSF,background
0.004,42,219,153,191,170,253,1,1,53,23918,UDP,0,0,15,22500,.A....,background
0.416,42,219,155,95,76,225,60,47,80,53715,TCP,0,0,27,35473,.AP.SF,background
0.0,143,225,107,249,42,219,159,87,31229,53,UDP,0,40,1,69,.A....,background
251.136,42,219,153,191,225,38,119,167,53,4444,UDP,0,0,6784,10176000,.A....,background
43.452,42,219,156,243,102,17,166,168,22002,39524,TCP,0,0,12,744,.AP...,background
0.0,42,112,137,210,42,219,144,186,5146,5060,UDP,0,40,1,446,.A....,background
0.02,43,164,49,177,42,219,155,26,80,35225,TCP,0,0,3,550,.AP.S.,background
0.0,42,219,153,62,210,46,46,177,53,33517,UDP,0,0,1,76,.A....,background
0.0,201,98,62,223,42,219,159,195,15941,53,UDP,0,0,1,65,.A....,background
0.256,42,219,156,191,192,143,87,95,49142,25,TCP,0,0,4,216,.A.RS.,background
0.0,42,219,159,194,37,253,19,79,53,32773,UDP,0,0,1,67,.A....,background
0.0,42,219,156,231,143,72,8,137,45688,53,UDP,0,0,1,76,.A....,background
0.188,244,160,84,204,42,219,159,91,443,64000,TCP,0,72,2,92,.A..SF,background
0.0,165,12,216,150,42,219,156,211,58427,80,TCP,0,0,1,52,.A...F,background
1.452,42,219,155,28,251,185,211,88,443,35147,TCP,0,0,9,3292,.APRSF,background
0.46,216,49,139,205,42,219,156,211,54754,443,TCP,0,0,13,1576,.AP.SF,background
1.692,42,219,157,25,208,66,242,99,500,500,UDP,0,0,2,240,.A....,background
2.936,42,219,159,95,123,135,203,158,65160,445,TCP,0,0,2,96,....S.,background
0.0,60,209,157,57,42,219,153,62,29582,53,UDP,0,0,1,78,.A....,background
1.728,74,36,113,163,42,219,155,28,43090,443,TCP,0,0,16,2865,.APRSF,background
1.568,74,159,140,203,42,219,155,28,22623,443,TCP,0,0,14,2953,.APRSF,background
2.252,56,251,10,124,42,219,154,133,15155,25,TCP,0,72,103,136720,.APRS.,background
0.28,131,137,185,113,42,219,156,211,4624,443,TCP,0,0,8,1644,.AP.SF,background
0.0,143,72,8,137,42,219,159,92,53,60860,UDP,0,0,1,168,.A....,background
0.356,42,219,153,164,57,80,40,141,80,12328,TCP,0,0,3,132,.A..SF,background
0.0,143,72,8,137,42,219,158,186,53,58872,UDP,0,0,1,64,.A....,background
15.048,42,219,153,0,131,155,229,220,80,56998,TCP,0,0,4,648,.AP.SF,background
0.0,42,127,163,137,42,219,153,89,53,63416,UDP,0,0,1,89,.A....,background
0.0,42,219,153,191,210,186,127,171,53,46973,UDP,0,0,4,6000,.A....,background
3.004,42,219,159,95,35,64,249,135,50392,445,TCP,0,0,2,96,....S.,background
6.64,202,22,69,89,42,219,153,191,135,53,UDP,0,40,2,130,.A....,background
2.052,74,159,160,208,42,219,155,28,20633,443,TCP,0,0,12,2861,.APRSF,background
0.756,42,219,158,204,51,201,113,195,80,55420,TCP,0,0,8,5902,.AP.SF,background
10.108,42,219,154,114,65,164,58,18,80,51695,TCP,0,0,109,154483,.AP.SF,background
0.0,204,155,41,207,42,219,153,191,37830,53,UDP,0,40,11,715,.A....,background
