flow_id,src_ip,dst_ip,src_port,dst_port,protocol,service_name,bytes,packets,duration_ms,tcp_flags,input_interface,output_interface,tos,direction,host_type,ext_category
FLOW_2280,10.3.30.10,157.206.180.78,49598,123,17,NTP,54847,9,1153,ACK,Gi0/2,Gi1/0,46,inbound,printer,web_server
FLOW_2281,10.1.128.143,34.28.93.71,64178,22,6,SSH,142582,7,29880,SYN-ACK,Gi0/2,Gi0/2,0,outbound,printer,dns_server
FLOW_2282,10.2.98.35,23.22.167.116,55760,6379,6,REDIS,7817,100,73149,SYN-ACK,Gi1/1,Gi0/3,32,inbound,workstation,cloud_service
FLOW_2283,10.5.107.60,204.222.115.5,58134,5432,6,POSTGRESQL,18752,38,22214,SYN,Gi0/1,Gi0/2,0,outbound,workstation,cdn
FLOW_2284,10.3.71.105,93.133.177.191,53200,53,17,DNS,12103,143,5289,RST,Gi1/0,Gi0/3,0,outbound,printer,dns_server
FLOW_2285,10.1.173.140,17.53.242.56,62502,3389,6,RDP,55607,24,15163,ACK,Gi1/0,Gi0/3,0,outbound,printer,cdn
FLOW_2286,10.1.169.178,17.158.184.187,60093,21,6,FTP,3263,8,37724,PSH-ACK,Gi0/0,Gi1/1,0,inbound,server,mail_server
FLOW_2287,10.3.139.10,93.173.110.172,52560,80,6,HTTP,4142,61,27190,SYN-ACK,Gi0/1,Gi0/2,0,outbound,workstation,web_server
FLOW_2288,10.1.19.148,74.176.191.215,54190,25,6,SMTP,93931,74,76765,ACK,Gi0/3,Gi0/0,40,outbound,iot_device,dns_server
FLOW_2289,10.1.169.178,17.158.184.187,51197,21,6,FTP,69802,16,7250,RST-ACK,Gi1/0,Gi0/3,46,outbound,server,mail_server
FLOW_2290,10.3.145.113,64.98.113.127,49577,22,6,SSH,26078,47,19095,FIN-ACK,Gi0/2,Gi0/2,0,inbound,workstation,web_server
FLOW_2291,10.5.224.105,93.213.37.98,55405,161,17,SNMP,59182,33,65335,PSH-ACK,Gi0/3,Gi0/0,32,outbound,workstation,api_endpoint
FLOW_2292,10.3.139.10,199.79.71.164,58461,80,6,HTTP,217407,26,53410,FIN-ACK,Gi1/0,Gi0/1,0,outbound,workstation,cloud_service
FLOW_2293,10.2.53.229,199.40.97.204,63312,123,17,NTP,6940,4,149630,SYN,Gi1/0,Gi0/1,0,outbound,workstation,web_server
FLOW_2294,10.5.173.247,151.157.67.141,64505,443,6,HTTPS,28970,15,6720,PSH-ACK,Gi1/0,Gi0/3,0,outbound,workstation,cdn
FLOW_2295,10.3.204.239,93.55.55.95,64282,123,17,NTP,1890,88,2729,FIN-ACK,Gi0/2,Gi0/3,46,outbound,workstation,mail_server
FLOW_2296,10.5.173.247,151.47.193.87,62031,443,6,HTTPS,68182,48,3556,ACK,Gi0/1,Gi0/2,40,outbound,workstation,mail_server
FLOW_2297,10.3.145.113,8.229.200.38,54532,22,6,SSH,35260,68,12759,PSH-ACK,Gi0/0,Gi0/0,40,inbound,workstation,web_server
FLOW_2298,10.5.137.63,23.234.215.11,62749,80,6,HTTP,37933,94,63295,SYN,Gi0/2,Gi1/0,32,outbound,iot_device,dns_server
FLOW_2299,10.5.114.83,54.81.15.144,63476,161,17,SNMP,39863,52,7642,PSH-ACK,Gi1/0,Gi1/1,46,outbound,workstation,cdn
FLOW_2300,10.4.21.81,151.146.141.136,62163,443,6,HTTPS,2561,12,24122,ACK,Gi1/0,Gi1/0,0,inbound,printer,api_endpoint
FLOW_2301,10.4.33.154,54.38.95.13,64155,53,17,DNS,59954,1,9855,RST,Gi0/1,Gi0/2,0,outbound,workstation,mail_server
FLOW_2302,10.3.88.117,172.145.131.237,53269,110,6,POP3,60976,183,38765,ACK,Gi0/3,Gi0/1,32,outbound,workstation,api_endpoint
FLOW_2303,10.4.42.99,64.154.3.248,55058,5432,6,POSTGRESQL,112280,39,101601,PSH-ACK,Gi0/0,Gi0/0,0,outbound,printer,mail_server
FLOW_2304,10.2.20.41,72.102.211.138,58147,110,6,POP3,42839,60,5847,ACK,Gi0/2,Gi0/2,32,inbound,workstation,dns_server
FLOW_2305,10.3.30.10,8.108.233.76,61903,123,17,NTP,3699,23,3626,RST-ACK,Gi0/3,Gi1/1,0,outbound,printer,web_server
FLOW_2306,10.4.22.189,8.97.164.61,54624,3306,6,MYSQL,24705,49,61809,ACK,Gi0/1,Gi0/3,0,inbound,workstation,web_server
FLOW_2307,10.2.221.156,204.158.182.202,51487,53,17,DNS,25494,1,32942,ACK,Gi0/1,Gi1/1,0,inbound,iot_device,api_endpoint
FLOW_2308,10.3.30.10,8.108.233.76,53325,123,17,NTP,68789,1,5569,PSH-ACK,Gi0/2,Gi1/0,0,inbound,printer,web_server
FLOW_2309,10.1.29.169,17.69.68.64,55005,6379,6,REDIS,57695,26,16733,PSH-ACK,Gi0/2,Gi0/1,0,outbound,workstation,dns_server
FLOW_2310,10.1.128.143,208.34.126.88,56654,22,6,SSH,10737,35,37148,SYN,Gi1/1,Gi1/0,46,outbound,printer,mail_server
FLOW_2311,10.3.145.113,64.98.113.127,56075,22,6,SSH,243531,73,7832,SYN,Gi0/3,Gi0/2,0,inbound,workstation,web_server
FLOW_2312,10.1.173.140,17.53.242.56,59372,3389,6,RDP,27546,8,75921,SYN-ACK,Gi0/2,Gi1/1,0,inbound,printer,cdn
FLOW_2313,10.5.8.222,8.61.130.176,59128,143,6,IMAP,27641,31,6103,PSH-ACK,Gi0/3,Gi0/2,0,outbound,server,mail_server
FLOW_2314,10.1.91.219,35.135.153.182,58275,21,6,FTP,8328,4,3376,PSH-ACK,Gi0/1,Gi0/3,0,outbound,printer,mail_server
FLOW_2315,10.3.204.239,93.55.55.95,52399,123,17,NTP,12900,34,8821,PSH-ACK,Gi0/1,Gi0/3,0,outbound,workstation,mail_server
FLOW_2316,10.1.20.88,17.34.147.91,60758,25,6,SMTP,52510,11,93759,ACK,Gi0/2,Gi1/0,46,inbound,workstation,cdn
FLOW_2317,10.1.29.169,17.69.68.64,63403,6379,6,REDIS,100124,18,27584,PSH-ACK,Gi0/1,Gi0/0,0,outbound,workstation,dns_server
FLOW_2318,10.3.71.105,93.133.177.191,57936,53,17,DNS,8061,23,56182,RST-ACK,Gi1/0,Gi1/1,32,inbound,printer,dns_server
FLOW_2319,10.1.9.139,35.185.155.127,54090,5432,6,POSTGRESQL,19388,11,16863,SYN-ACK,Gi0/3,Gi0/2,32,outbound,iot_device,dns_server
FLOW_2320,10.3.88.117,172.145.131.237,61681,21,6,FTP,18768,79,16553,RST-ACK,Gi0/2,Gi0/1,0,outbound,workstation,api_endpoint
FLOW_2321,10.1.155.52,172.74.48.68,50763,6379,6,REDIS,75395,40,16315,ACK,Gi0/1,Gi0/3,32,outbound,server,api_endpoint
FLOW_2322,10.1.91.219,35.135.153.182,63624,21,6,FTP,58936,34,69658,FIN-ACK,Gi1/1,Gi0/2,32,outbound,printer,mail_server
FLOW_2323,10.4.2.244,13.4.102.122,62533,3389,6,RDP,34133,65,99073,SYN-ACK,Gi0/2,Gi0/2,0,outbound,printer,api_endpoint
FLOW_2324,10.3.208.122,40.204.131.25,55559,25,6,SMTP,25179,98,27305,RST,Gi1/1,Gi0/2,32,outbound,workstation,cloud_service
FLOW_2325,10.4.212.233,157.227.160.151,49584,25,6,SMTP,30670,139,25227,PSH-ACK,Gi0/2,Gi1/0,0,outbound,workstation,api_endpoint
FLOW_2326,10.2.98.35,23.22.167.116,65474,6379,6,REDIS,32739,27,136084,ACK,Gi0/1,Gi0/2,0,inbound,workstation,cloud_service
FLOW_2327,10.3.204.239,54.152.134.72,57525,3306,6,MYSQL,136,33,51070,SYN-ACK,Gi1/0,Gi0/0,0,outbound,workstation,mail_server
FLOW_2328,10.5.60.205,17.234.207.74,53701,5432,6,POSTGRESQL,4986,31,20179,ACK,Gi0/0,Gi0/3,40,outbound,server,cdn
FLOW_2329,10.2.20.41,34.107.106.248,61156,110,6,POP3,67387,13,18577,RST-ACK,Gi1/1,Gi0/1,0,outbound,workstation,cdn
FLOW_2330,10.3.204.239,93.55.55.95,56946,123,17,NTP,27676,7,38432,ACK,Gi1/0,Gi1/0,46,outbound,workstation,mail_server
FLOW_2331,10.3.63.142,72.188.38.86,54975,80,6,HTTP,90058,12,3778,ACK,Gi0/0,Gi0/2,0,outbound,iot_device,mail_server
FLOW_2332,10.3.88.117,172.145.131.237,62162,21,6,FTP,5169,112,18815,PSH-ACK,Gi0/1,Gi0/0,0,inbound,workstation,api_endpoint
FLOW_2333,10.5.245.10,93.140.89.185,58793,443,6,HTTPS,70941,5,2842,RST-ACK,Gi0/2,Gi1/0,40,inbound,workstation,mail_server
FLOW_2334,10.1.91.219,35.135.153.182,50350,21,6,FTP,9790,13,557,PSH-ACK,Gi1/0,Gi0/0,0,outbound,printer,mail_server
FLOW_2335,10.3.220.174,17.112.17.132,56196,21,6,FTP,126890,33,8650,RST,Gi0/0,Gi0/1,32,outbound,workstation,web_server
FLOW_2336,10.2.53.229,199.40.97.204,53800,123,17,NTP,27169,3,1858,PSH-ACK,Gi0/1,Gi1/1,0,outbound,workstation,web_server
FLOW_2337,10.3.71.105,93.133.177.191,60663,53,17,DNS,95660,148,32128,SYN-ACK,Gi0/1,Gi1/0,0,outbound,printer,dns_server
FLOW_2338,10.2.98.35,54.184.40.9,58785,6379,6,REDIS,2616,33,18113,FIN-ACK,Gi1/1,Gi1/1,46,outbound,workstation,api_endpoint
FLOW_2339,10.1.173.140,13.174.116.75,52413,3389,6,RDP,26163,2,15246,RST,Gi1/1,Gi0/3,0,inbound,printer,web_server
FLOW_2340,10.4.42.99,64.154.3.248,52291,5432,6,POSTGRESQL,31955,21,1352,ACK,Gi0/1,Gi0/0,46,inbound,printer,mail_server
FLOW_2341,10.2.178.54,20.50.68.43,62817,993,6,IMAPS,17858,105,48045,SYN,Gi0/3,Gi1/1,0,outbound,workstation,web_server
FLOW_2342,10.4.42.99,64.154.3.248,53858,5432,6,POSTGRESQL,61757,24,108296,RST-ACK,Gi0/0,Gi0/3,40,inbound,printer,mail_server
FLOW_2343,10.5.114.83,54.81.15.144,56033,161,17,SNMP,86516,39,50654,ACK,Gi0/1,Gi0/1,0,inbound,workstation,cdn
FLOW_2344,10.3.204.239,93.55.55.95,60137,123,17,NTP,38882,124,654,SYN-ACK,Gi0/2,Gi0/1,0,outbound,workstation,mail_server
FLOW_2345,10.3.88.117,204.75.93.26,56278,110,6,POP3,5804,38,23585,RST-ACK,Gi0/3,Gi1/0,32,outbound,workstation,cloud_service
FLOW_2346,10.4.100.164,199.24.125.134,50525,3306,6,MYSQL,41880,74,56344,SYN-ACK,Gi0/3,Gi1/1,32,inbound,server,cloud_service
FLOW_2347,10.2.20.41,34.107.106.248,60371,110,6,POP3,47310,55,26570,ACK,Gi0/3,Gi0/2,0,outbound,workstation,cdn
FLOW_2348,10.5.114.83,34.228.197.43,49877,161,17,SNMP,44326,23,47708,ACK,Gi1/1,Gi0/1,0,outbound,workstation,cloud_service
FLOW_2349,10.3.119.37,172.180.131.138,50551,3389,6,RDP,87271,40,7724,ACK,Gi0/1,Gi0/3,0,outbound,workstation,web_server
FLOW_2350,10.5.137.63,74.86.217.107,64972,80,6,HTTP,64599,126,66866,RST,Gi0/3,Gi0/1,46,inbound,iot_device,mail_server
FLOW_2351,10.3.208.122,40.204.131.25,64729,25,6,SMTP,23770,51,30416,ACK,Gi0/1,Gi0/3,32,outbound,workstation,cloud_service
FLOW_2352,10.4.21.81,52.155.48.152,63299,443,6,HTTPS,13266,34,155125,PSH-ACK,Gi0/0,Gi0/1,0,outbound,printer,cdn
FLOW_2353,10.2.20.41,72.102.211.138,56506,110,6,POP3,17137,58,84699,SYN-ACK,Gi0/2,Gi1/0,0,outbound,workstation,dns_server
FLOW_2354,10.2.20.41,34.107.106.248,61222,110,6,POP3,3767,220,5949,ACK,Gi0/3,Gi0/0,0,outbound,workstation,cdn
FLOW_2355,10.3.247.248,157.128.61.221,59477,143,6,IMAP,5738,18,20625,FIN-ACK,Gi0/2,Gi0/2,0,outbound,iot_device,cdn
FLOW_2356,10.5.8.222,72.88.246.35,61713,143,6,IMAP,19817,28,39469,PSH-ACK,Gi0/0,Gi0/1,0,outbound,server,web_server
FLOW_2357,10.1.20.88,17.34.147.91,57511,443,6,HTTPS,49556,51,67523,RST,Gi1/1,Gi1/1,0,outbound,workstation,cdn
FLOW_2358,10.3.22.19,52.43.64.40,64771,22,6,SSH,37777,4,2920,ACK,Gi0/3,Gi0/1,0,outbound,workstation,web_server
FLOW_2359,10.2.98.35,54.184.40.9,64555,6379,6,REDIS,23474,151,85767,ACK,Gi0/0,Gi0/1,0,outbound,workstation,api_endpoint
FLOW_2360,10.3.88.117,204.75.93.26,53013,110,6,POP3,47588,0,15825,ACK,Gi0/3,Gi0/3,40,outbound,workstation,cloud_service
FLOW_2361,10.5.224.105,54.76.160.211,63420,161,17,SNMP,18491,89,2949,RST,Gi1/1,Gi0/2,46,outbound,workstation,cloud_service
FLOW_2362,10.5.107.60,64.40.80.158,62136,5432,6,POSTGRESQL,11986,0,38565,ACK,Gi0/0,Gi0/3,46,inbound,workstation,web_server
FLOW_2363,10.3.22.19,52.43.64.40,51370,22,6,SSH,104143,34,55727,RST,Gi0/3,Gi0/0,46,outbound,workstation,web_server
FLOW_2364,10.2.20.41,34.107.106.248,52126,110,6,POP3,1958,14,21166,SYN-ACK,Gi0/1,Gi0/0,32,outbound,workstation,cdn
FLOW_2365,10.1.20.88,17.34.147.91,62313,25,6,SMTP,77805,32,47000,PSH-ACK,Gi1/1,Gi0/1,0,outbound,workstation,cdn
FLOW_2366,10.3.119.37,172.180.131.138,56930,3389,6,RDP,123424,91,24169,SYN-ACK,Gi0/3,Gi0/3,0,outbound,workstation,web_server
FLOW_2367,10.2.221.156,204.158.182.202,51541,53,17,DNS,15553,99,11450,PSH-ACK,Gi1/1,Gi0/0,0,outbound,iot_device,api_endpoint
FLOW_2368,10.3.229.197,204.11.129.237,57518,161,17,SNMP,9002,5,29385,RST-ACK,Gi1/1,Gi0/3,40,outbound,iot_device,web_server
FLOW_2369,10.4.2.244,13.4.102.122,55627,3389,6,RDP,155274,76,8411,ACK,Gi0/1,Gi1/0,32,inbound,printer,api_endpoint
FLOW_2370,10.3.108.103,93.18.85.135,55121,110,6,POP3,844,45,48535,ACK,Gi0/3,Gi1/1,32,inbound,printer,web_server
FLOW_2371,10.3.145.113,8.229.200.38,61436,22,6,SSH,55179,113,2067,SYN-ACK,Gi0/0,Gi1/0,0,inbound,workstation,web_server
FLOW_2372,10.4.212.233,204.169.17.89,61737,25,6,SMTP,69740,86,16443,RST-ACK,Gi1/0,Gi0/2,0,inbound,workstation,dns_server
FLOW_2373,10.3.227.28,54.66.36.242,61736,110,6,POP3,85028,85,98714,ACK,Gi1/1,Gi0/2,0,inbound,iot_device,mail_server
FLOW_2374,10.2.53.229,199.40.97.204,50894,123,17,NTP,13316,59,37270,ACK,Gi0/1,Gi1/0,32,outbound,workstation,web_server
FLOW_2375,10.3.208.122,23.105.51.140,55303,53,17,DNS,2539,48,105,RST,Gi0/0,Gi0/0,0,outbound,workstation,mail_server
FLOW_2376,10.2.20.41,34.107.106.248,51306,110,6,POP3,117931,31,68877,FIN-ACK,Gi1/1,Gi1/1,0,outbound,workstation,cdn
FLOW_2377,10.1.29.169,104.50.91.163,56709,6379,6,REDIS,27710,80,61029,RST-ACK,Gi0/3,Gi0/0,32,inbound,workstation,cloud_service
FLOW_2378,10.1.128.143,208.34.126.88,63280,22,6,SSH,9647,58,54064,PSH-ACK,Gi0/2,Gi0/3,32,outbound,printer,mail_server
FLOW_2379,10.3.88.117,172.145.131.237,61551,21,6,FTP,4350,21,85557,SYN,Gi0/1,Gi0/3,0,outbound,workstation,api_endpoint
FLOW_2380,10.3.119.37,17.181.211.241,62636,3389,6,RDP,1241,5,5609,ACK,Gi0/0,Gi0/1,0,inbound,workstation,mail_server
FLOW_2381,10.5.60.205,35.96.35.121,55099,22,6,SSH,34451,20,5155,SYN,Gi0/3,Gi1/1,0,inbound,server,api_endpoint
FLOW_2382,10.3.220.174,64.163.159.160,51465,21,6,FTP,62102,5,6562,RST-ACK,Gi0/0,Gi0/2,0,outbound,workstation,cdn
FLOW_2383,10.3.30.10,8.108.233.76,64742,123,17,NTP,133247,38,67980,PSH-ACK,Gi1/0,Gi1/1,0,outbound,printer,web_server
FLOW_2384,10.1.91.219,64.80.25.231,64237,21,6,FTP,5666,25,43679,RST-ACK,Gi0/0,Gi0/0,0,outbound,printer,api_endpoint
FLOW_2385,10.4.21.81,151.146.141.136,61656,443,6,HTTPS,9005,49,74932,PSH-ACK,Gi0/1,Gi0/1,0,inbound,printer,api_endpoint
FLOW_2386,10.5.107.60,64.40.80.158,58157,5432,6,POSTGRESQL,82239,32,78331,SYN-ACK,Gi0/3,Gi0/3,0,inbound,workstation,web_server
FLOW_2387,10.3.63.142,72.188.38.86,52952,80,6,HTTP,6995,41,39984,SYN,Gi0/3,Gi0/0,0,outbound,iot_device,mail_server
FLOW_2388,10.1.9.139,54.207.223.199,52205,5432,6,POSTGRESQL,100094,59,38460,ACK,Gi0/1,Gi1/1,0,outbound,iot_device,cdn
FLOW_2389,10.3.119.37,17.181.211.241,58910,3389,6,RDP,250414,91,55477,SYN-ACK,Gi0/2,Gi1/1,0,outbound,workstation,mail_server
FLOW_2390,10.4.212.233,204.169.17.89,55824,25,6,SMTP,7653,2,5349,ACK,Gi0/3,Gi0/0,0,outbound,workstation,dns_server
FLOW_2391,10.5.173.247,151.47.193.87,55361,443,6,HTTPS,27274,45,771,PSH-ACK,Gi0/3,Gi0/3,0,outbound,workstation,mail_server
FLOW_2392,10.1.29.169,104.50.91.163,55034,6379,6,REDIS,2833,111,68066,ACK,Gi1/0,Gi1/0,0,outbound,workstation,cloud_service
FLOW_2393,10.4.2.244,17.30.254.148,57392,3389,6,RDP,45545,36,53724,ACK,Gi0/2,Gi0/2,0,inbound,printer,api_endpoint
FLOW_2394,10.3.119.37,172.180.131.138,51894,3389,6,RDP,5877,50,16894,PSH-ACK,Gi1/0,Gi0/1,32,outbound,workstation,web_server
FLOW_2395,10.5.8.222,72.88.246.35,53718,143,6,IMAP,41367,68,14794,FIN-ACK,Gi0/0,Gi1/1,0,outbound,server,web_server
FLOW_2396,10.3.229.197,208.238.177.232,50346,161,17,SNMP,133392,57,16218,SYN,Gi1/0,Gi0/3,0,outbound,iot_device,mail_server
FLOW_2397,10.4.100.164,199.24.125.134,63227,3306,6,MYSQL,433,44,6922,PSH-ACK,Gi0/1,Gi1/1,46,outbound,server,cloud_service
FLOW_2398,10.1.155.52,172.74.48.68,61517,6379,6,REDIS,28271,25,8064,FIN-ACK,Gi1/0,Gi0/3,40,outbound,server,api_endpoint
FLOW_2399,10.5.107.60,204.222.115.5,52778,5432,6,POSTGRESQL,13166,19,8122,RST-ACK,Gi0/1,Gi1/1,0,outbound,workstation,cdn
FLOW_2400,10.4.166.211,8.239.173.177,64557,3306,6,MYSQL,1679,82,60747,RST-ACK,Gi0/1,Gi0/3,0,inbound,workstation,cloud_service
FLOW_2401,10.1.19.148,74.176.191.215,51053,25,6,SMTP,106312,55,13249,ACK,Gi0/2,Gi0/2,40,outbound,iot_device,dns_server
FLOW_2402,10.5.173.247,151.47.193.87,57583,443,6,HTTPS,78482,6,3620,ACK,Gi0/0,Gi0/1,0,inbound,workstation,mail_server
FLOW_2403,10.2.221.156,64.190.198.121,59157,53,17,DNS,53007,7,36094,RST-ACK,Gi1/1,Gi1/1,46,inbound,iot_device,web_server
FLOW_2404,10.1.9.139,54.207.223.199,56293,5432,6,POSTGRESQL,10441,2,80689,ACK,Gi1/0,Gi1/1,32,outbound,iot_device,cdn
FLOW_2405,10.3.139.10,199.79.71.164,50990,80,6,HTTP,84321,23,634,PSH-ACK,Gi0/3,Gi0/2,0,outbound,workstation,cloud_service
FLOW_2406,10.3.63.142,72.188.38.86,55610,80,6,HTTP,21930,32,45775,RST-ACK,Gi0/2,Gi1/1,0,outbound,iot_device,mail_server
FLOW_2407,10.1.19.148,142.197.55.74,59107,25,6,SMTP,173084,70,26718,ACK,Gi0/2,Gi0/2,0,outbound,iot_device,web_server
FLOW_2408,10.2.107.89,8.20.211.195,59294,6379,6,REDIS,65138,40,33429,ACK,Gi1/1,Gi0/3,46,inbound,server,dns_server
FLOW_2409,10.3.204.239,54.152.134.72,62257,3306,6,MYSQL,59849,36,36568,FIN-ACK,Gi1/0,Gi0/3,46,inbound,workstation,mail_server
FLOW_2410,10.1.29.169,17.69.68.64,52122,6379,6,REDIS,7497,9,12770,ACK,Gi1/1,Gi1/1,0,outbound,workstation,dns_server
FLOW_2411,10.2.98.35,23.22.167.116,49677,6379,6,REDIS,70671,34,48957,ACK,Gi0/0,Gi0/0,46,outbound,workstation,cloud_service
FLOW_2412,10.2.107.89,8.20.211.195,60894,80,6,HTTP,7514,23,15841,ACK,Gi0/1,Gi0/0,0,outbound,server,dns_server
FLOW_2413,10.5.114.83,54.81.15.144,63383,161,17,SNMP,61492,74,31978,RST,Gi0/2,Gi0/2,0,outbound,workstation,cdn
FLOW_2414,10.1.29.169,17.69.68.64,49912,6379,6,REDIS,67424,96,150078,PSH-ACK,Gi1/0,Gi0/0,0,outbound,workstation,dns_server
FLOW_2415,10.4.212.233,204.169.17.89,62455,25,6,SMTP,3292,16,36145,PSH-ACK,Gi0/3,Gi0/0,0,inbound,workstation,dns_server
FLOW_2416,10.2.20.41,72.102.211.138,60532,110,6,POP3,6842,3,18741,FIN-ACK,Gi0/3,Gi0/1,0,outbound,workstation,dns_server
FLOW_2417,10.3.22.19,52.43.64.40,58429,22,6,SSH,150095,3,20277,SYN-ACK,Gi0/2,Gi0/2,40,inbound,workstation,web_server
FLOW_2418,10.1.155.52,40.41.173.187,64090,6379,6,REDIS,55682,93,99300,PSH-ACK,Gi0/3,Gi1/0,32,outbound,server,dns_server
FLOW_2419,10.4.21.81,52.155.48.152,54893,443,6,HTTPS,129386,31,10030,RST-ACK,Gi0/3,Gi0/1,40,outbound,printer,cdn
FLOW_2420,10.3.247.248,157.128.61.221,51290,143,6,IMAP,65846,121,149689,PSH-ACK,Gi0/1,Gi0/2,0,outbound,iot_device,cdn
FLOW_2421,10.3.30.10,8.108.233.76,50987,123,17,NTP,68820,71,77176,PSH-ACK,Gi1/0,Gi0/3,0,outbound,printer,web_server
FLOW_2422,10.3.30.10,8.108.233.76,60273,123,17,NTP,60223,10,12167,FIN-ACK,Gi1/0,Gi0/0,0,outbound,printer,web_server
FLOW_2423,10.3.108.103,93.18.85.135,62181,110,6,POP3,27090,42,56461,ACK,Gi0/0,Gi0/3,32,outbound,printer,web_server
FLOW_2424,10.2.98.35,23.22.167.116,52662,6379,6,REDIS,94656,48,29724,ACK,Gi0/0,Gi0/0,0,outbound,workstation,cloud_service
FLOW_2425,10.2.98.35,23.22.167.116,58444,6379,6,REDIS,27272,113,13307,SYN,Gi1/0,Gi0/0,0,outbound,workstation,cloud_service
FLOW_2426,10.4.22.189,8.97.164.61,56126,3306,6,MYSQL,10865,5,46360,RST-ACK,Gi1/0,Gi0/3,32,outbound,workstation,web_server
FLOW_2427,10.1.29.169,17.69.68.64,63130,6379,6,REDIS,81059,57,39776,PSH-ACK,Gi1/0,Gi0/3,0,inbound,workstation,dns_server
FLOW_2428,10.2.53.229,13.41.130.123,56455,123,17,NTP,51964,60,2560,ACK,Gi0/2,Gi0/3,32,outbound,workstation,dns_server
FLOW_2429,10.1.128.143,34.28.93.71,53373,22,6,SSH,20915,5,3892,ACK,Gi0/2,Gi0/1,0,outbound,printer,dns_server
FLOW_2430,10.2.98.35,23.22.167.116,55900,6379,6,REDIS,146416,281,4937,ACK,Gi0/2,Gi1/1,0,outbound,workstation,cloud_service
FLOW_2431,10.4.100.164,40.196.163.31,53745,3306,6,MYSQL,73884,18,7499,SYN-ACK,Gi0/0,Gi0/2,0,outbound,server,dns_server
FLOW_2432,10.3.108.103,93.18.85.135,61164,110,6,POP3,134544,16,9456,ACK,Gi0/1,Gi1/1,46,outbound,printer,web_server
FLOW_2433,10.3.208.122,23.105.51.140,64626,25,6,SMTP,6186,10,47577,ACK,Gi0/0,Gi1/0,40,outbound,workstation,mail_server
FLOW_2434,10.3.30.10,157.206.180.78,51333,123,17,NTP,79975,192,3881,ACK,Gi0/0,Gi0/2,32,outbound,printer,web_server
FLOW_2435,10.3.71.105,93.133.177.191,50001,53,17,DNS,268340,31,1437,FIN-ACK,Gi0/2,Gi1/0,0,outbound,printer,dns_server
FLOW_2436,10.1.29.169,17.69.68.64,55595,6379,6,REDIS,78597,146,26254,ACK,Gi1/1,Gi1/1,46,outbound,workstation,dns_server
FLOW_2437,10.1.91.219,64.80.25.231,57354,21,6,FTP,160564,8,5984,PSH-ACK,Gi0/0,Gi1/0,0,inbound,printer,api_endpoint
FLOW_2438,10.1.19.148,74.176.191.215,59348,25,6,SMTP,61305,74,23497,SYN-ACK,Gi0/0,Gi1/0,0,inbound,iot_device,dns_server
FLOW_2439,10.5.8.222,8.61.130.176,61023,143,6,IMAP,47770,74,11847,ACK,Gi1/0,Gi0/2,0,outbound,server,mail_server
FLOW_2440,10.5.114.83,34.228.197.43,52332,161,17,SNMP,20736,2,60430,RST-ACK,Gi0/0,Gi1/0,0,outbound,workstation,cloud_service
FLOW_2441,10.1.9.139,35.185.155.127,65045,5432,6,POSTGRESQL,6608,66,482,ACK,Gi0/3,Gi0/2,0,outbound,iot_device,dns_server
FLOW_2442,10.4.166.211,40.142.213.223,55676,3306,6,MYSQL,8111,30,11421,ACK,Gi0/1,Gi0/1,0,outbound,workstation,cloud_service
FLOW_2443,10.1.19.148,74.176.191.215,51503,25,6,SMTP,18275,45,101936,ACK,Gi0/0,Gi0/2,0,outbound,iot_device,dns_server
FLOW_2444,10.1.19.148,142.197.55.74,56849,25,6,SMTP,156145,19,18545,PSH-ACK,Gi1/1,Gi0/0,0,outbound,iot_device,web_server
FLOW_2445,10.2.98.35,54.184.40.9,55661,6379,6,REDIS,691,16,10104,PSH-ACK,Gi0/2,Gi0/0,46,outbound,workstation,api_endpoint
FLOW_2446,10.2.221.156,204.158.182.202,62214,53,17,DNS,38569,9,59509,FIN-ACK,Gi0/3,Gi0/0,0,outbound,iot_device,api_endpoint
FLOW_2447,10.1.20.88,17.34.147.91,49287,25,6,SMTP,100529,3,25581,SYN-ACK,Gi0/1,Gi1/1,0,outbound,workstation,cdn
FLOW_2448,10.3.208.122,23.105.51.140,60442,53,17,DNS,7558,105,53759,SYN,Gi0/2,Gi1/0,0,outbound,workstation,mail_server
FLOW_2449,10.3.63.142,72.188.38.86,54941,80,6,HTTP,15564,72,27387,FIN-ACK,Gi0/1,Gi0/1,0,inbound,iot_device,mail_server
FLOW_2450,10.2.178.54,20.50.68.43,62666,993,6,IMAPS,2033,16,44137,FIN-ACK,Gi0/1,Gi0/0,0,outbound,workstation,web_server
FLOW_2451,10.3.139.10,199.79.71.164,60643,80,6,HTTP,3972,15,13464,ACK,Gi0/3,Gi0/2,0,outbound,workstation,cloud_service
FLOW_2452,10.1.169.178,17.158.184.187,63541,21,6,FTP,16646,82,3263,RST-ACK,Gi0/0,Gi0/1,0,outbound,server,mail_server
FLOW_2453,10.4.229.250,31.105.205.250,61901,993,6,IMAPS,14650,78,8434,SYN-ACK,Gi0/1,Gi1/1,0,outbound,workstation,cloud_service
FLOW_2454,10.1.29.169,17.69.68.64,54384,6379,6,REDIS,22630,10,19184,SYN-ACK,Gi0/0,Gi0/1,0,outbound,workstation,dns_server
FLOW_2455,10.1.173.140,17.53.242.56,53762,3389,6,RDP,21981,22,1948,PSH-ACK,Gi1/1,Gi0/1,0,inbound,printer,cdn
